FLIGHT_DATE,FLIGHT_MONTH,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_NAME,DEPARTURE_STATION_CD,DEPARTURE_STATION_GEO_LOCATION,ARRIVAL_STATION_NAME,ARRIVAL_STATION_CD,ARRIVAL_STATION_GEO_LOCATION,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,AIRCRAFT_NAME,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
10-08-2025,August,08:34,Morning,BA,BA7777,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,18,162,1,10,35
10-04-2025,April,08:34,Morning,BA,BA2512,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,9,171,2,8,31
29-06-2025,June,08:34,Morning,BA,BA9007,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,48,224,3,7,29
22-06-2025,June,08:35,Morning,BA,BA1832,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,9,171,5,1,12
20-10-2025,October,08:35,Morning,BA,BA4707,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,5,9,34
30-07-2025,July,08:35,Morning,BA,BA7065,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,48,224,6,15,51
15-10-2025,October,08:35,Morning,BA,BA6145,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,4,176,1,12,42
06-04-2025,April,08:35,Morning,BA,BA7318,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,2,178,0,6,27
20-10-2025,October,08:35,Morning,BA,BA7420,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,48,224,1,10,38
28-08-2025,August,08:35,Morning,BA,BA8347,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A380,Airbus 380,14,97,358,2,6,26
20-06-2025,June,08:35,Morning,BA,BA3947,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,1,11,39
25-06-2025,June,08:35,Morning,BA,BA3134,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,10,37
01-10-2025,October,08:35,Morning,BA,BA9836,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A380,Airbus 380,14,97,358,1,7,28
08-08-2025,August,08:35,Morning,BA,BA3065,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,48,224,3,8,32
04-04-2025,April,08:35,Morning,BA,BA7746,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,3,177,0,10,37
10-04-2025,April,08:35,Morning,BA,BA9708,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,300,0,8,31
21-10-2025,October,08:35,Morning,BA,BA3953,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,0,35,179,2,18,60
14-08-2025,August,08:35,Morning,BA,BA4786,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,0,180,0,7,27
22-10-2025,October,08:35,Morning,BA,BA9536,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,13,167,1,15,50
08-10-2025,October,08:36,Morning,BA,BA8409,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,18,162,0,5,22
27-05-2025,May,08:36,Morning,BA,BA9849,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,17,163,2,6,24
19-05-2025,May,08:36,Morning,BA,BA2749,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,16,164,1,2,13
07-04-2025,April,08:36,Morning,BA,BA1374,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A350,Airbus 350,0,56,275,0,13,46
04-10-2025,October,08:36,Morning,BA,BA5141,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,304,1,8,31
29-10-2025,October,08:36,Morning,BA,BA6817,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,1,8,31
19-09-2025,September,08:36,Morning,BA,BA2049,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,16,164,0,0,8
27-05-2025,May,08:36,Morning,BA,BA8269,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,5,175,0,3,16
23-07-2025,July,08:36,Morning,BA,BA1359,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,0,18,60
26-05-2025,May,08:36,Morning,BA,BA8384,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,8,172,0,0,4
13-05-2025,May,08:36,Morning,BA,BA7404,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,2,14
02-05-2025,May,08:36,Morning,BA,BA5244,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,11,169,0,6,27
01-04-2025,April,08:36,Morning,BA,BA7480,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,5,175,1,10,35
09-05-2025,May,08:36,Morning,BA,BA1859,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,17,163,1,14,49
24-08-2025,August,08:36,Morning,BA,BA7118,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,4,176,0,10,36
27-06-2025,June,08:37,Morning,BA,BA5442,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,1,8,31
04-10-2025,October,08:37,Morning,BA,BA2226,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,8,32
14-10-2025,October,08:37,Morning,BA,BA4330,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,11,169,0,14,48
03-04-2025,April,08:37,Morning,BA,BA1623,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,20,160,0,4,19
28-04-2025,April,08:37,Morning,BA,BA3037,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,4,5,23
04-06-2025,June,08:37,Morning,BA,BA4941,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,1,179,1,12,43
25-08-2025,August,08:37,Morning,BA,BA1956,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,6,174,0,9,33
25-05-2025,May,08:37,Morning,BA,BA5189,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,20,160,1,14,48
19-05-2025,May,08:37,Morning,BA,BA1888,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,304,0,7,29
19-08-2025,August,08:37,Morning,BA,BA6140,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,A350,Airbus 350,0,56,275,0,2,13
28-10-2025,October,08:37,Morning,BA,BA4335,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,0,7,27
06-09-2025,September,08:37,Morning,BA,BA9117,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,8,49,178,0,10,36
29-04-2025,April,08:37,Morning,BA,BA9594,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,1,16,54
22-05-2025,May,08:37,Morning,BA,BA8621,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,6,174,0,6,25
04-10-2025,October,08:37,Morning,BA,BA5798,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B787,Boeing 787,0,31,173,0,8,32
20-06-2025,June,08:37,Morning,BA,BA5025,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,20,160,0,14,49
20-07-2025,July,08:37,Morning,BA,BA8189,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,13,167,0,0,0
03-05-2025,May,08:38,Morning,BA,BA8388,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,3,177,0,4,20
06-06-2025,June,08:38,Morning,BA,BA4103,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,7,173,0,1,12
21-07-2025,July,08:38,Morning,BA,BA1003,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,6,174,0,8,30
26-06-2025,June,08:38,Morning,BA,BA4321,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,0,10,38
29-06-2025,June,08:38,Morning,BA,BA5794,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,4,176,2,10,36
28-06-2025,June,08:38,Morning,BA,BA6592,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,12,168,0,11,39
15-05-2025,May,08:38,Morning,BA,BA2767,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,19,161,1,13,45
14-04-2025,April,08:38,Morning,BA,BA9170,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,14,48
28-06-2025,June,08:38,Morning,BA,BA1619,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,4,176,0,0,7
16-09-2025,September,08:39,Morning,BA,BA1673,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,7,173,0,11,39
11-10-2025,October,08:39,Morning,BA,BA3826,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,19,161,0,2,13
30-09-2025,September,08:39,Morning,BA,BA1980,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,48,224,0,7,27
30-09-2025,September,08:39,Morning,BA,BA5324,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,16,164,0,4,20
30-10-2025,October,08:39,Morning,BA,BA9399,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,0,1,10
03-06-2025,June,08:39,Morning,BA,BA8559,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,10,170,2,0,1
26-04-2025,April,08:39,Morning,BA,BA5397,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,0,10,36
27-07-2025,July,08:40,Morning,BA,BA7206,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,48,224,3,17,56
22-04-2025,April,08:40,Morning,BA,BA2562,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,15,50
10-05-2025,May,08:40,Morning,BA,BA4368,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,17,163,1,2,13
29-08-2025,August,08:40,Morning,BA,BA9833,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A380,Airbus 380,14,97,358,2,8,30
27-04-2025,April,08:40,Morning,BA,BA3134,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,0,180,0,0,0
23-07-2025,July,08:40,Morning,BA,BA6427,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,0,3,18
26-07-2025,July,08:41,Morning,BA,BA6274,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,11,169,1,4,19
24-08-2025,August,08:41,Morning,BA,BA9105,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,8,49,178,0,14,49
16-04-2025,April,08:41,Morning,BA,BA4515,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,304,0,0,4
04-07-2025,July,08:41,Morning,BA,BA2841,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,6,174,0,11,40
27-05-2025,May,08:41,Morning,BA,BA4493,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A380,Airbus 380,14,97,358,0,10,36
21-05-2025,May,08:41,Morning,BA,BA1224,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,2,3,17
06-05-2025,May,08:41,Morning,BA,BA1605,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,A350,Airbus 350,0,56,275,0,0,3
30-08-2025,August,08:41,Morning,BA,BA4573,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,0,15,52
26-09-2025,September,08:41,Morning,BA,BA8197,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,0,15,51
30-04-2025,April,08:41,Morning,BA,BA7037,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,0,6,24
19-07-2025,July,08:41,Morning,BA,BA2400,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,35,179,0,9,32
10-04-2025,April,08:42,Morning,BA,BA9072,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,0,14,48
13-09-2025,September,08:42,Morning,BA,BA4329,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,A350,Airbus 350,0,56,275,0,9,34
21-05-2025,May,08:42,Morning,BA,BA8101,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A350,Airbus 350,0,56,275,0,4,20
10-08-2025,August,08:42,Morning,BA,BA4943,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,4,176,2,11,40
14-05-2025,May,08:42,Morning,BA,BA3098,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,17,163,0,16,55
19-08-2025,August,08:42,Morning,BA,BA4916,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,6,174,0,15,51
24-08-2025,August,08:42,Morning,BA,BA4932,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,14,166,3,3,17
08-05-2025,May,08:42,Morning,BA,BA4964,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,1,179,1,5,23
30-10-2025,October,08:42,Morning,BA,BA9848,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A350,Airbus 350,0,56,275,0,7,29
03-10-2025,October,08:42,Morning,BA,BA9396,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,19,161,0,25,79
09-09-2025,September,08:42,Morning,BA,BA1149,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,12,168,0,8,31
09-04-2025,April,08:42,Morning,BA,BA5642,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,1,6,25
24-08-2025,August,08:42,Morning,BA,BA1186,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,0,35,179,0,3,17
07-04-2025,April,08:42,Morning,BA,BA7045,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,17,163,0,2,14
11-08-2025,August,08:43,Morning,BA,BA9877,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,3,177,1,10,36
24-04-2025,April,08:43,Morning,BA,BA7351,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,9,171,0,9,34
28-08-2025,August,08:43,Morning,BA,BA4173,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,0,35,179,0,5,22
20-08-2025,August,08:43,Morning,BA,BA6508,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,9,171,0,3,18
23-05-2025,May,08:43,Morning,BA,BA7795,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,14,166,2,1,10
17-10-2025,October,08:44,Morning,BA,BA6389,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,8,49,178,0,5,24
13-07-2025,July,08:44,Morning,BA,BA5582,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,35,179,1,19,61
04-10-2025,October,08:44,Morning,BA,BA9627,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,2,16,53
10-05-2025,May,08:44,Morning,BA,BA3979,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,A380,Airbus 380,14,97,358,0,19,62
08-09-2025,September,08:44,Morning,BA,BA2238,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,5,175,0,8,30
28-06-2025,June,08:44,Morning,BA,BA5574,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,8,172,4,11,39
22-05-2025,May,08:44,Morning,BA,BA6237,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,2,5,23
20-10-2025,October,08:45,Morning,BA,BA2854,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,1,179,1,17,56
04-08-2025,August,08:45,Morning,BA,BA8123,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,A380,Airbus 380,14,97,358,0,9,33
02-10-2025,October,08:45,Morning,BA,BA7006,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,3,177,0,0,1
02-06-2025,June,08:45,Morning,BA,BA7400,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,48,200,1,11,40
03-10-2025,October,08:45,Morning,BA,BA3129,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,8,49,178,0,14,48
23-04-2025,April,08:45,Morning,BA,BA4342,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,0,0
22-05-2025,May,08:45,Morning,BA,BA5175,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,1,16,53
15-07-2025,July,08:45,Morning,BA,BA2865,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,304,0,15,51
02-05-2025,May,08:45,Morning,BA,BA3311,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,304,0,7,27
09-09-2025,September,08:45,Morning,BA,BA3998,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,A350,Airbus 350,0,56,275,0,8,31
15-06-2025,June,08:45,Morning,BA,BA1062,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,0,6
07-07-2025,July,08:45,Morning,BA,BA9423,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,20,160,1,5,23
20-08-2025,August,08:45,Morning,BA,BA3313,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,18,162,0,3,16
15-08-2025,August,08:45,Morning,BA,BA8901,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,0,32,304,2,15,50
13-06-2025,June,08:45,Morning,BA,BA1940,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,0,4,21
18-04-2025,April,08:45,Morning,BA,BA2696,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,0,32,300,0,0,1
28-05-2025,May,08:45,Morning,BA,BA8288,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,7,173,1,19,62
04-06-2025,June,08:46,Morning,BA,BA8541,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,2,11,40
17-09-2025,September,08:46,Morning,BA,BA2568,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,2,4,20
03-09-2025,September,08:46,Morning,BA,BA9693,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,8,32
28-10-2025,October,08:46,Morning,BA,BA2798,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,2,178,0,4,19
28-04-2025,April,08:46,Morning,BA,BA1436,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,8,42,166,0,4,19
05-05-2025,May,08:46,Morning,BA,BA6717,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B787,Boeing 787,0,31,173,0,10,36
30-07-2025,July,08:46,Morning,BA,BA8257,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,12,168,1,1,11
19-08-2025,August,08:47,Morning,BA,BA5485,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,42,166,0,8,31
28-07-2025,July,08:47,Morning,BA,BA1166,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,10,170,1,8,31
17-07-2025,July,08:47,Morning,BA,BA5894,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,6,174,0,15,51
25-05-2025,May,08:47,Morning,BA,BA8504,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,42,166,0,10,38
10-09-2025,September,08:47,Morning,BA,BA6250,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,4,176,0,9,35
